Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,income_per_year,years_since_promotion_ratio,satisfaction_score,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
37,0,10,3,3,3,1,1,3452,6,0,20,4,2,1,17,3,3,5,4,0,3,2436.705882352941,0.0,2.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
46,0,7,4,3,3,2,3,5258,2,0,14,3,3,0,7,2,4,1,0,0,0,9013.714285714286,0.0,3.3333333333333335,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
41,1,4,3,1,3,2,2,9355,1,0,18,3,3,0,8,5,3,8,7,7,7,14032.5,0.875,2.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
50,0,10,3,4,2,3,4,10496,6,0,15,3,4,0,20,2,3,4,3,1,3,6297.6,0.05,3.6666666666666665,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
40,1,22,2,3,2,2,3,6380,2,1,12,3,1,2,8,6,3,6,4,1,0,9570.0,0.125,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
31,0,9,4,3,2,1,2,2657,0,1,16,3,4,0,3,5,3,2,2,2,2,10628.0,0.6666666666666666,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21,1,12,3,3,4,1,2,2716,1,0,15,3,4,0,1,0,3,1,0,0,0,32592.0,0.0,2.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29,0,23,3,4,3,1,4,2201,9,0,16,3,4,0,6,4,3,3,2,1,2,4402.0,0.16666666666666666,3.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
35,0,9,4,3,2,2,2,6540,9,0,19,3,3,0,10,5,3,1,1,0,0,7848.0,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27,0,1,2,4,3,1,2,3816,1,0,11,3,2,1,5,2,3,5,2,0,4,9158.4,0.0,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
28,0,9,4,2,3,2,4,5253,1,0,16,3,4,0,7,1,3,7,5,0,7,9005.142857142857,0.0,3.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
49,0,7,3,2,2,3,3,10965,8,0,24,4,3,0,26,2,3,5,2,0,0,5060.7692307692305,0.0,2.6666666666666665,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
51,0,14,2,3,3,2,4,4936,4,0,11,3,3,1,18,2,2,7,7,0,7,3290.6666666666665,0.0,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,0,2,3,4,3,1,3,2543,4,0,13,3,2,1,6,3,3,2,2,2,2,5086.0,0.3333333333333333,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,1,19,3,1,4,2,4,5304,8,1,13,3,2,0,9,3,2,5,2,0,4,7072.0,0.0,2.3333333333333335,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
55,0,2,3,3,3,4,4,16659,2,1,13,3,3,0,30,2,3,5,4,1,2,6663.6,0.03333333333333333,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24,0,10,4,4,3,2,3,4260,1,1,12,3,4,1,5,2,4,5,2,0,3,10224.0,0.0,3.6666666666666665,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,0,2,1,3,3,1,2,2476,1,0,18,3,1,1,1,3,3,1,0,0,0,29712.0,0.0,2.6666666666666665,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
26,1,3,1,3,3,1,1,3102,0,0,22,4,3,0,7,2,3,6,4,0,4,5317.714285714285,0.0,2.3333333333333335,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
22,0,11,3,1,3,1,2,2244,1,0,13,3,4,1,2,1,3,2,1,1,2,13464.0,0.5,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,2,2,2,2,3,3,7596,1,0,13,3,2,2,10,2,3,10,9,9,0,9115.2,0.9,2.6666666666666665,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
30,1,4,3,3,3,1,4,2285,9,1,23,4,3,0,3,4,3,1,0,0,0,9140.0,0.0,3.3333333333333335,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
37,0,14,3,4,3,1,1,3034,1,0,12,3,3,1,18,2,2,18,7,12,17,2022.6666666666667,0.6666666666666666,2.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,0,2,2,4,3,2,2,5715,7,0,12,3,3,2,8,5,3,5,4,1,3,8572.5,0.125,3.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,0,1,4,2,3,1,1,2576,3,0,16,3,2,1,8,5,3,5,2,1,2,3864.0,0.125,2.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,0,10,4,3,3,2,2,4197,2,1,12,3,4,0,18,2,2,1,0,0,1,2798.0,0.0,2.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
43,0,12,3,1,2,4,2,14336,1,0,11,3,3,1,25,3,3,25,10,3,9,6881.28,0.12,2.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40,0,2,3,2,2,2,3,3448,6,0,22,4,2,1,20,3,3,1,0,0,0,2068.8,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54,0,5,2,1,3,5,1,19406,4,0,11,3,3,1,24,4,2,4,2,1,2,9703.0,0.041666666666666664,1.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
34,0,4,4,3,3,2,3,6538,9,0,15,3,1,1,6,3,3,3,2,1,2,13076.0,0.16666666666666666,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31,0,7,2,2,3,2,1,4306,1,0,12,3,2,1,13,5,1,13,10,3,12,3974.769230769231,0.23076923076923078,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
43,0,21,3,4,3,1,4,2258,7,0,20,4,1,1,8,1,3,3,2,1,2,3387.0,0.125,3.6666666666666665,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
43,0,8,4,3,3,2,3,4522,4,1,14,3,4,0,8,3,3,5,2,0,2,6783.0,0.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,2,2,2,2,4,4487,1,1,11,3,2,0,5,3,3,5,4,1,3,10768.8,0.2,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,0,25,5,2,3,2,3,4449,3,1,15,3,1,2,15,2,3,13,11,10,7,3559.2,0.6666666666666666,2.6666666666666665,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,1,2,4,2,1,1,2218,1,0,12,3,3,1,4,3,3,4,2,3,2,6654.0,0.75,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
39,0,1,1,2,3,5,3,19197,1,1,14,3,3,1,21,3,3,21,8,1,6,10969.714285714286,0.047619047619047616,2.6666666666666665,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
56,0,6,3,3,4,4,1,13212,9,0,11,3,4,3,36,0,2,7,7,7,7,4404.0,0.19444444444444445,2.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,0,12,3,2,3,2,3,6577,0,0,11,3,2,0,6,6,3,5,4,4,4,13154.0,0.6666666666666666,2.6666666666666665,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
41,0,1,3,2,4,3,1,8392,1,0,16,3,3,1,10,2,3,10,7,0,7,10070.4,0.0,2.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
28,0,17,2,3,3,2,1,4558,1,0,12,3,4,1,10,2,3,10,0,1,8,5469.6,0.1,2.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
25,1,3,3,1,3,1,1,4031,5,0,13,3,3,1,6,5,3,2,2,0,2,8062.0,0.0,1.6666666666666667,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
52,0,3,3,4,2,3,3,7969,2,1,14,3,3,0,28,4,3,5,4,0,4,3415.285714285714,0.0,3.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
45,0,10,2,1,3,1,4,2654,3,0,21,4,4,2,8,3,2,2,2,0,2,3981.0,0.0,2.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
52,0,4,2,4,3,4,4,16555,2,0,13,3,4,0,31,2,1,5,2,1,4,6408.387096774193,0.03225806451612903,3.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42,0,29,2,1,3,2,3,4556,2,0,11,3,2,1,19,3,3,5,4,0,2,2877.4736842105262,0.0,2.3333333333333335,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,0,2,3,3,1,2,4,6091,2,0,20,4,3,0,11,2,3,5,4,0,2,6644.727272727273,0.0,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60,0,7,3,1,3,5,1,19566,5,0,11,3,4,0,33,5,1,29,8,11,10,7114.909090909091,0.3333333333333333,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46,0,18,3,3,3,2,3,4810,2,0,14,3,3,1,19,5,2,10,7,0,8,3037.8947368421054,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,28,4,4,2,2,4,4523,0,0,11,3,4,3,7,4,4,6,5,0,4,7753.714285714285,0.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24,1,1,1,1,3,1,2,3202,1,1,16,3,2,0,6,4,3,5,3,1,4,6404.0,0.16666666666666666,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
34,1,6,2,4,1,1,3,2351,0,0,16,3,4,1,3,3,2,2,2,1,0,9404.0,0.3333333333333333,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,0,2,2,4,3,1,4,1702,1,1,23,4,3,1,1,3,3,1,0,0,0,20424.0,0.0,3.6666666666666665,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
40,0,2,4,3,3,5,3,18041,0,0,14,3,4,0,21,2,3,20,15,1,12,10309.142857142857,0.047619047619047616,3.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,0,23,3,1,3,1,4,2886,1,0,22,4,2,2,3,3,1,3,2,0,2,11544.0,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,0,3,3,3,3,1,4,2097,4,0,15,3,3,1,9,3,1,5,3,1,4,2796.0,0.1111111111111111,2.6666666666666665,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
29,0,3,4,2,2,3,3,11935,1,0,18,3,3,0,10,2,3,10,2,0,7,14322.0,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
29,1,25,5,3,2,1,2,2546,5,0,16,3,2,0,6,2,4,2,2,1,1,5092.0,0.16666666666666666,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
19,1,2,2,1,2,1,4,2564,1,0,12,3,3,0,1,3,4,1,0,0,0,30768.0,0.0,3.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
30,0,22,4,3,3,3,1,8412,0,0,11,3,3,0,10,3,3,9,8,7,8,10094.4,0.7,2.3333333333333335,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
57,0,29,3,1,2,4,4,14118,3,0,12,3,3,1,32,3,2,1,0,0,0,5294.25,0.0,2.3333333333333335,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
50,0,29,4,2,2,4,3,17046,0,0,15,3,2,1,28,2,3,27,10,15,7,7305.428571428572,0.5357142857142857,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30,0,2,3,3,3,1,4,2564,0,0,14,3,3,0,12,2,2,11,7,6,7,2564.0,0.5,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
60,0,28,3,3,2,3,1,10266,4,0,19,3,4,0,22,5,4,18,13,13,11,5599.636363636364,0.5909090909090909,2.6666666666666665,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47,0,2,2,1,3,2,4,5070,5,0,13,3,3,3,20,2,3,5,0,0,4,3042.0,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,2,3,1,3,4,3,17861,6,0,13,3,3,0,26,2,1,3,2,0,1,8243.538461538461,0.0,1.6666666666666667,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35,0,22,3,4,1,1,3,4230,0,0,15,3,3,0,6,2,3,5,4,4,3,8460.0,0.6666666666666666,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
54,0,8,4,3,3,2,3,3780,7,0,11,3,3,0,19,3,3,1,0,0,0,2387.3684210526317,0.0,3.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,0,2,4,4,2,1,3,2768,3,0,12,3,3,1,14,3,3,7,3,5,7,2372.5714285714284,0.35714285714285715,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46,0,10,3,3,2,3,4,9071,2,1,19,3,3,1,15,3,3,3,2,1,2,7256.8,0.06666666666666667,3.3333333333333335,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31,0,9,1,3,3,3,2,10648,1,0,25,4,4,1,13,6,4,13,8,0,8,9828.923076923076,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
33,1,15,1,2,3,3,3,13610,7,1,12,3,4,0,15,2,4,7,6,7,7,10888.0,0.4666666666666667,3.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
33,1,10,1,1,1,1,4,3408,7,0,13,3,1,3,8,2,3,4,3,1,3,5112.0,0.125,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
30,0,7,1,4,3,1,2,2983,0,0,14,3,1,0,4,3,3,3,2,1,2,8949.0,0.25,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
35,0,16,3,4,3,3,3,7632,4,1,12,3,3,0,10,2,3,8,7,0,0,9158.4,0.0,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31,1,20,3,1,3,3,3,9824,3,0,12,3,1,0,12,2,3,1,0,0,0,9824.0,0.0,2.3333333333333335,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34,1,23,3,2,3,3,1,9950,9,1,15,3,3,3,11,2,3,3,2,0,2,10854.545454545454,0.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,0,5,2,2,3,1,3,2093,4,0,17,3,4,1,8,4,3,2,2,2,0,3139.5,0.25,2.6666666666666665,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
36,0,10,4,2,3,3,4,9980,1,0,14,3,4,0,10,3,2,10,3,9,7,11976.0,0.9,2.6666666666666665,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
22,1,4,1,3,2,1,3,3894,5,0,16,3,3,0,4,3,3,2,2,1,2,11682.0,0.25,3.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
48,0,2,5,2,3,2,4,4051,2,0,14,3,1,1,14,2,3,9,7,6,7,3472.285714285714,0.42857142857142855,3.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,0,18,5,1,3,4,2,16835,3,0,23,4,4,0,37,2,3,10,9,7,7,5460.0,0.1891891891891892,2.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41,0,10,2,4,3,2,4,6230,7,0,14,3,4,0,16,3,3,14,3,1,10,4672.5,0.0625,3.6666666666666665,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35,0,1,3,2,3,2,3,4717,9,0,11,3,3,0,15,2,3,11,9,6,9,3773.6,0.4,2.6666666666666665,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
40,0,6,3,2,3,4,3,13237,7,0,15,3,3,0,22,3,3,20,6,5,13,7220.181818181818,0.22727272727272727,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,0,8,1,3,3,1,3,3755,1,0,11,3,1,1,8,3,3,8,3,0,7,5632.5,0.0,3.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,0,2,1,2,3,2,4,6582,4,1,13,3,3,0,10,2,4,6,5,0,5,7898.4,0.0,3.3333333333333335,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
42,0,24,3,4,3,3,1,7406,1,1,21,4,4,1,10,5,2,10,9,5,8,8887.2,0.5,2.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
45,0,2,3,4,3,2,2,4805,0,0,19,3,2,1,9,3,4,8,7,3,7,6406.666666666667,0.3333333333333333,3.3333333333333335,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
26,1,17,4,2,3,1,3,2741,0,1,11,3,2,1,8,2,2,7,7,1,0,4111.5,0.125,2.3333333333333335,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,0,19,3,4,3,2,4,4262,4,0,12,3,2,2,8,2,4,3,2,1,2,6393.0,0.125,4.0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
33,0,1,5,1,4,4,3,16184,4,0,19,3,3,1,10,2,3,6,1,0,5,19420.8,0.0,2.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31,0,7,3,3,2,3,4,11557,9,0,21,4,3,1,10,3,2,5,4,0,1,13868.4,0.0,3.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
18,1,5,3,2,3,1,2,1878,1,1,14,3,4,0,0,3,3,0,0,0,0,22536.0,0.0,2.3333333333333335,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
40,0,28,3,3,1,3,1,10932,3,0,15,3,3,1,20,2,3,1,0,0,1,6559.2,0.0,2.3333333333333335,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
41,0,2,4,1,2,2,3,6811,2,1,17,3,1,0,10,3,3,8,7,0,7,8173.2,0.0,2.3333333333333335,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26,0,29,2,1,3,2,3,4306,5,0,12,3,1,2,8,5,3,0,0,0,0,6459.0,0.0,2.3333333333333335,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
35,0,1,3,1,3,2,3,4859,1,0,16,3,4,0,5,3,3,5,4,0,3,11661.6,0.0,2.3333333333333335,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
34,0,21,4,4,4,2,4,5337,1,0,12,3,4,0,10,3,3,10,7,5,7,6404.4,0.5,3.6666666666666665,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
26,1,24,3,3,1,1,4,2340,1,1,18,3,2,0,1,3,1,1,0,0,0,28080.0,0.0,2.6666666666666665,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
37,0,1,3,2,3,3,4,7491,4,0,17,3,4,0,12,3,4,6,5,1,2,7491.0,0.08333333333333333,3.3333333333333335,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,0,18,1,1,3,3,3,10527,5,0,11,3,4,0,28,3,2,2,2,1,2,4511.571428571428,0.03571428571428571,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
41,0,2,5,2,3,4,1,16595,7,0,16,3,2,1,22,2,3,18,16,11,8,9051.818181818182,0.5,2.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,0,9,4,1,3,3,2,8834,1,0,13,3,4,1,9,6,3,9,5,7,7,11778.666666666666,0.7777777777777778,2.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
52,0,6,2,4,3,2,1,5577,3,1,12,3,2,2,18,3,3,10,9,6,9,3718.0,0.3333333333333333,2.6666666666666665,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
32,1,11,4,4,4,2,3,4707,8,0,12,3,4,0,6,2,3,4,2,1,2,9414.0,0.16666666666666666,3.3333333333333335,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
24,0,24,3,4,3,1,4,2400,0,0,13,3,3,2,3,3,3,2,2,2,1,9600.0,0.6666666666666666,3.6666666666666665,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
38,0,10,3,3,3,2,3,9824,3,0,19,3,3,1,18,4,3,1,0,0,0,6549.333333333333,0.0,3.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37,0,1,4,2,3,2,2,6447,6,0,12,3,2,1,8,2,2,6,5,4,3,9670.5,0.5,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
49,0,18,4,4,2,5,3,19502,1,1,17,3,3,1,31,5,3,31,9,0,9,7549.1612903225805,0.0,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,0,23,3,2,4,1,4,2725,1,1,11,3,2,2,6,3,3,6,5,1,4,5450.0,0.16666666666666666,3.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
26,0,28,2,1,3,2,2,6272,1,0,20,4,4,2,6,5,4,5,3,1,4,12544.0,0.16666666666666666,2.3333333333333335,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
24,0,17,2,4,2,1,2,2127,1,0,21,4,4,1,1,2,3,1,0,0,0,25524.0,0.0,3.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
50,0,3,3,1,3,5,2,18200,1,0,11,3,3,1,32,2,3,32,5,10,7,6825.0,0.3125,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
25,0,13,1,2,3,1,3,2096,1,0,11,3,3,0,7,1,3,7,4,0,6,3593.1428571428573,0.0,2.6666666666666665,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
24,1,7,3,1,3,1,3,2886,1,1,16,3,4,1,6,4,3,6,3,1,2,5772.0,0.16666666666666666,2.3333333333333335,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,1,12,4,2,2,1,1,2033,1,0,18,3,3,1,1,2,4,1,0,0,0,24396.0,0.0,2.3333333333333335,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
34,0,1,2,2,2,1,4,3622,1,1,13,3,4,1,6,3,3,6,5,1,3,7244.0,0.16666666666666666,3.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
31,1,13,4,2,3,2,1,4233,2,0,17,3,3,0,9,2,1,3,1,1,2,5644.0,0.1111111111111111,1.3333333333333333,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
35,0,25,2,1,2,2,4,3681,4,0,14,3,4,0,9,3,3,3,2,0,2,4908.0,0.0,2.6666666666666665,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
31,0,6,4,1,4,2,4,5460,4,0,22,4,4,2,13,4,4,7,7,5,7,5040.0,0.38461538461538464,3.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
27,0,6,4,1,2,1,3,2187,0,0,12,3,3,2,6,5,2,5,3,0,3,4374.0,0.0,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37,0,2,3,4,3,2,3,9602,4,1,11,3,3,1,17,3,2,3,0,1,0,6777.882352941177,0.058823529411764705,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
20,0,1,3,4,2,1,2,2836,1,0,13,3,4,0,1,0,4,1,0,0,0,34032.0,0.0,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,2,4,3,3,2,4,4089,1,0,13,3,2,2,10,4,3,10,2,2,2,4906.8,0.2,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,0,6,4,2,2,4,4,16627,4,1,14,3,3,1,21,3,2,1,0,0,0,9501.142857142857,0.0,2.6666666666666665,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
38,0,1,1,3,3,1,1,2619,3,0,17,3,4,0,8,3,2,0,0,0,0,3928.5,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,9,5,4,3,2,3,5679,3,1,13,3,2,1,10,3,3,8,7,4,7,6814.8,0.4,3.3333333333333335,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
48,0,1,4,4,2,4,1,15402,7,0,11,3,1,1,21,3,1,3,2,0,2,8801.142857142857,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,0,1,4,1,2,2,3,5985,4,0,11,3,2,0,10,1,4,2,2,0,2,7182.0,0.0,2.6666666666666665,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
